,flux_idx,index,lon,lat,iflux,qflux,uflux,pflux
0,178,9891,1.0659251837722643,0.7388896757842112,3221.0,60.69729593692385,79.2510547021405,99.8243026795388
1,254,9797,0.7305278807491334,1.2787228927950365,2353.0,38.71146251414165,-13.94494823998706,41.146554064705256
2,351,9894,1.5121215616582708,0.7046752451648378,1750.0,4.819996579698421,-18.443927085160933,19.063336889197483
3,436,9706,3.480179657101685,1.367919153261963,1461.0,-17.850885238925184,0.5678869355460727,17.859915996018596
4,442,9758,1.4979243322528657,1.4547152924367677,1447.0,3.5331159271443924,-16.569836919399393,16.942325805217315
5,484,9809,1.7158370095244984,1.0175769685388587,1350.0,-27.211038889910498,94.71885720757632,98.55000024443154
6,525,9887,1.1477038256515248,0.7718949982558877,1253.0,12.51450980874625,19.3448821048317,23.03990927506104
7,530,9893,1.281600817240726,0.7310376605341364,1244.0,-28.836206033420403,-94.89052780730717,99.17529453422966
8,560,9644,2.6716019433415648,0.9064033492953304,1200.0,-27.41162790837848,-29.87149907094988,40.542617100196594
9,582,9680,3.68184853309368,1.2371505087966517,1176.0,0.0,-0.0,0.0
10,606,9618,2.5435877361959465,0.7528153711172683,1125.0,6.914953797238846,12.717359539053255,14.475766634741554
11,609,9717,2.8870038421495186,1.3823406246807042,1123.0,15.484350248758204,-2.883813614146249,15.750602642037334
12,637,9727,3.5195487663510225,1.4539165782845889,1085.0,-14.654029952076211,3.8488781656700177,15.151054648786603
13,649,9775,0.98752269074238,1.4079550369832146,1069.6324627753645,2.543614012818576,12.913682623019204,13.16180728981682
14,724,9840,1.0759291800955066,1.0452904194257904,974.0,17.47838703058467,-2.707420661832482,17.686835212412305
15,822,9824,1.152439954821846,1.1278384745910857,886.0,5.603057860765494,-11.083620956867437,12.419376429861405
16,839,9760,1.505563921197102,1.4507215337648471,870.0,20.1542431854925,-12.072737520958514,23.493499305763933
17,862,9734,2.567585300216503,1.3779351414985066,856.0,-22.520970832395115,5.193308984640304,23.112000896580486
18,864,9622,3.1176693135511155,0.9454955881179958,854.0,10.69204605195532,-5.945217297893684,12.233783449788035
19,894,9695,2.8781732200740646,1.2472535709787684,836.0,0.1406619296788818,-11.819338474812945,11.82017545388623
20,936,9807,1.516067224006115,1.1266124035913023,797.0,-18.78912557643789,6.976981350148767,20.042692151691504
21,953,9637,3.156421849681913,0.992666249261854,789.0,-13.685426681390684,7.669049332694617,15.687741109510435
22,976,9690,3.044310381078064,1.2181332433948224,769.0,-6.706284825361228,17.63404692158575,18.86620966149688
23,997,9743,2.303283456026622,1.3811392211255948,758.0,17.83643477045713,1.786463179432757,17.92567588718041
24,1003,9823,1.8359307386424428,0.8678950099994327,757.0,11.85923412506419,23.332400836812347,26.17331394460336
25,1010,9781,1.9062397579131412,1.0621982295542785,753.0,-14.30532688903585,-0.0542684535235295,14.305429824623236
26,1029,9780,1.9604208961102143,1.0030566905872031,740.0,-2.0815872011133942,4.378930403778338,4.848508714746568
27,1038,9671,3.143862590478225,1.1539551951329248,738.0,-13.489231311594745,-8.720915165535704,16.06280556758933
28,1051,9861,1.4002910844846814,0.8559921400285055,731.0,-29.75311265884087,16.299865326772593,33.92540821509154
29,1060,9666,3.13797330721469,1.1347830294063874,723.0,12.45886287684483,-16.43112105615052,20.62049959011409
30,1070,9817,1.6746552690597485,1.005548043372414,716.0,-16.811426761983796,-8.86464641013284,19.005420956932948
31,1090,9632,3.289566220606704,0.9847587795592968,707.0,-9.817297064446974,25.234595932200616,27.0770041458252
32,1100,9647,2.7488935718910694,0.959307017980425,701.0,18.046766875334576,23.740187582851995,29.82083669385675
33,1114,9663,2.4806640236898354,0.8751090696129726,693.0,-6.300089068984256,-17.947136410829557,19.02079986819847
34,1134,9801,1.7017994987133642,1.060962347371496,683.7976046642005,27.24538316910173,-2.836252637746217,27.392612746072512
35,1166,9696,3.1244939998148125,1.2952347983361887,669.0,-17.29475683191779,-7.440862927027489,18.827507933180623
36,1199,9642,3.150332247396144,1.0266886538231188,651.0,-15.263041608371315,31.62638813486681,35.11678894198783
37,1200,9808,1.2177427421858418,1.1934028502222271,651.0,8.607082806212677,-9.783098375315394,13.03038327349202
38,1201,9779,1.7561643496996635,1.2124623725359045,651.0,-5.947547764302387,10.705925927865277,12.247047578155165
39,1236,9720,2.393478613532162,1.1820318467830335,638.0,2.987120433195108,-4.327579852512773,5.258406209326759
40,1252,9624,3.3208855676583013,0.9697501773412222,630.0,1.5944562929477468,19.63103177345138,19.695677174455778
41,1280,9774,0.3926990816987241,1.41355447635604,618.9033342092231,19.23541235300376,-2.4084816744842814,19.38560993021412
42,1288,9878,0.96278691167552,0.8093978576178844,616.8992444762921,13.80995627474771,-1.0791860953982275,13.852058870036055
43,1324,9754,2.0934108941683864,1.0341350558700115,601.0,20.3456549401816,-1.4979966611801714,20.40072716698704
44,1334,9631,2.6020881680595265,0.8252615547148763,596.0,9.713971120320332,-12.829312365718277,16.092000829716277
45,1360,9857,1.4304983205820268,0.861946851789253,588.0,7.266315760152864,-8.872399461201006,11.468165368766089
46,1365,9886,1.5303317501723588,0.7340928495581129,585.0,8.0187986057987,-38.49348066173391,39.319831949483735
47,1386,9693,2.41032255107432,0.9839258677009792,579.0,7.598438351065594,-12.232095346679229,14.400014650867409
48,1399,9771,1.7673979209701245,1.258962715640406,576.0,11.756656526633208,5.285484280176132,12.890124776790028
49,1426,9698,2.3931103439215167,0.9768418660579674,566.0,11.87953277767151,4.703120838407869,12.776644498319508
50,1461,9850,0.8618008418776082,0.976007950926918,555.0,3.430888712143365,-39.58567045793543,39.73406980110865
51,1468,9704,2.53420788714916,1.158029307075235,553.0,-5.865895894125916,-2.220476255539052,6.272100879461044
52,1490,9785,2.000742042706263,0.8759571604966708,545.0,-27.841165366178046,40.29906577997369,48.98106972786036
53,1501,9835,1.0799224746714915,1.0712553375764289,542.0,0.614161708267804,5.388342431080171,5.423230472557975
54,1511,9726,2.4517562439137075,1.25492631751465,539.0,6.056264196838444,2.104888280432003,6.411621533980869
55,1534,9643,2.579313877170057,0.8568432171980903,532.0,-13.26784167853596,18.670832121601286,22.90492512364348
56,1571,9694,2.4866819015914485,1.0589021011364903,522.0,8.462614228760895,32.16878211950121,33.2632888126951
57,1585,9773,1.1323911762048722,1.4027544128059766,518.0,15.708782339620477,9.733255237047045,18.47977543432484
58,1595,9812,1.5463968876297365,1.091390750397553,515.0,-7.049437989131178,13.04481817570666,14.827739450093285
59,1637,9732,2.5314823155872768,1.339846379726393,506.0,-11.209651244103014,-12.403909719631669,16.71864998578513
